"INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"Paul Mitchell the School-Atlanta","GA","SE",,212,,,17300,9500,0.3038869258,0.2323232323,0.4150943396,0.5625,,,,FALSE
"Evans Hairstyling College-Rexburg","ID","Rockies",,46,,,,6996,,,,,,,,FALSE
"Paul Mitchell the School-Rexburg","ID","Rockies",,196,,,13600,9814,0.4774193548,0.4347826087,,,,,,FALSE
"University of Aesthetics & Cosmetology","IL","GL",,33,,,,7917,0.5853658537,,,,,,,FALSE
"The University of Aesthetics & Cosmetology","IL","GL",,34,,,,6878,,,,,,,,FALSE
"Tricoci University of Beauty Culture-Chicago NW","IL","GL",,190,,,20000,7307,0.362962963,0.2857142857,0.515625,,,,,FALSE
"Tricoci University of Beauty Culture-Glendale Heights","IL","GL",,71,,,,7307,0.3884297521,0.3151515152,,,,,,FALSE
"Tricoci University of Beauty Culture-Peoria","IL","GL",,156,,,,7307,0.3223684211,0.22,,,,,,FALSE
"Tricoci University of Beauty Culture-Rockford","IL","GL",,227,,,,7307,0.3571428571,0.2838709677,0.5454545455,,,,,FALSE
"Frederick School of Cosmetology","MD","ME",,22,,,,8648,0.5526315789,,,,,,,FALSE
"Omega Studios' School of Applied Recording Arts & Sciences","MD","ME",,107,,,,5500,0.6557377049,,,,,,,FALSE
"International Cosmetology Academy","MI","GL",,28,,,15300,5500,0.1038961039,0.0833333333,,,,,,FALSE
"French Academy of Cosmetology","MI","GL",,50,,,,4750,0.3428571429,0.2558139535,,,,,,FALSE
"Healing Arts Center","MO","Plains",,140,,,,6365,0.4912280702,0.4246575342,,,,,,FALSE
"Paul Mitchell the School-Springfield","MO","Plains",,168,,,,8247,0.3652968037,0.2432432432,,,,,,FALSE
"Urshan Graduate School of Theology","MO","Plains",,,,,,,,,,,,,,FALSE
"Mississippi Institute of Aesthetics Nails & Cosmetology","MS","SE",,70,,,,5375,0.5277777778,0.4285714286,,,,,,FALSE
"College of Western Idaho","ID","Rockies",,6401,10130,,,4750,0.3312992626,0.2711094282,0.4346534653,0.524822695,,,,FALSE
"Aveda Institute-Chapel Hill","NC","SE",,207,,,18200,6333,0.4045307443,0.3,0.4175824176,0.6176470588,,,,FALSE
"Daoist Traditions College of Chinese Medical Arts","NC","SE",,,,,,,,,,,,,,FALSE
"Total Image Beauty Academy","NJ","ME",,199,,,,7000,0.4777777778,,,,,,,FALSE
"Jersey College","NJ","ME",0.5667,3179,,,46500,16010,0.3622816033,0.3170272813,0.3967168263,0.5131578947,,,,FALSE
"American Institute of Medical Sciences & Education","NJ","ME",,425,,,,10769,0.5507246377,0.5657894737,,0.5151515152,,,,FALSE
"Casal Institute of Nevada","NV","West",1,171,,,,9500,0.4384615385,0.3493975904,,,,,,FALSE
"Career School of NY","NY","ME",,43,,,12600,5516,0.5042016807,0.4411764706,,,,,,FALSE
"John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry","NY","ME",,17,,,,6396,0.3125,0.2739726027,,,,,,FALSE
"Yeshiva of Machzikai Hadas","NY","ME",0.9529,427,27040,,12900,,,,,,0.4328,0.4775,0.9932,FALSE
"Aveda Institute-Columbus","OH","GL",,256,,,21000,6333,0.4267857143,0.3223880597,0.4678899083,0.6896551724,,,,FALSE
"Paul Mitchell the School-Cincinnati","OH","GL",,230,,,,9833,0.3519061584,0.2488038278,0.4428571429,0.5967741935,,,,FALSE
"Hands on Therapy","TX","SW",,43,,,23900,7917,0.2459016393,0.2137931034,,,,,,FALSE
"MediaTech Institute-Dallas","TX","SW",,221,,,23500,11249,0.3720430108,0.328990228,0.4476190476,0.4716981132,,,,FALSE
"PCCenter","TX","SW",,20,,,,9500,0.1777777778,0.1625,,,,,,FALSE
"Aveda Arts & Sciences Institute-San Antonio","TX","SW",,237,,,24000,7914,0.3601789709,0.2984615385,0.4606741573,0.696969697,,,,FALSE
"Skin Science Institute","UT","Rockies",,146,,,,6333,0.5662650602,0.5740740741,,,,,,FALSE
"Pacific Northwest University of Health Sciences","WA","West",,,,,,,,,,,,,,FALSE
"The Chicago School of Professional Psychology at Irvine","CA","West",,,,,,4750,,,,,,,,FALSE
"Fortis College-Dothan","AL","SE",,180,,19200,17600,9500,0.2382310984,0.19524618,,,,,,FALSE
"Fortis Institute-Pensacola","FL","SE",,572,28835,20900,17200,9440,0.22402472,0.1970973783,0.2991689751,0.5543478261,,,,FALSE
"Fortis College-Montgomery","AL","SE",,337,,20900,17200,9440,0.22402472,0.1970973783,0.2991689751,0.5543478261,,,,FALSE
"Woodland Community College","CA","West",,3084,11609,,,,0.2888888889,,,,,,,FALSE
"Dorsey School of Business-Roseville Culinary Academy","MI","GL",,113,35377,22700,19600,9500,0.2051093098,0.1838448176,0.2893203883,0.5,,,,FALSE
"Fortis Institute-Birmingham","AL","SE",,383,28774,24700,22200,9500,0.195745904,0.1657866948,0.303030303,0.4545454545,,,,FALSE
"The Chicago School of Professional Psychology at Los Angeles","CA","West",0.3419,147,,,,4750,,,,,,,,FALSE
"Cardiac and Vascular Institute of Ultrasound","AL","SE",,44,,,,19160,0.6470588235,0.6279069767,,,,,,FALSE
"Studio Academy of Beauty","AZ","SW",,398,,,,6333,0.3014492754,0.2408163265,0.4166666667,,,,,FALSE
"California Nurses Educational Institute","CA","West",,111,,,,11990,0.4,0.3644859813,,,,,,FALSE
"Paul Mitchell the School-Sacramento","CA","West",,421,,,25300,6333,0.3768421053,0.3094555874,0.5,0.6739130435,,,,FALSE
"Providence Christian College","CA","West",0.8792,171,44214,,,12683,0.5454545455,,,,0.5714,0.6079,0.6706,FALSE
"Oxford Academy of Hair Design Inc","CT","NE",,99,,,,9833,0.4,0.3378378378,,,,,,FALSE
"Institute of World Politics","DC","ME",,,,,,,,,,,,,,FALSE
"Pontifical John Paul II Institute for Studies on Marriage and Family","DC","ME",,,,,,,,,,,,,,FALSE
"Medical Institute of Palm Beach","FL","SE",,172,,,,6417,0.2587412587,0.2470588235,,,,,,FALSE
"Woodruff Medical Training and Testing","GA","SE",,87,,,,7917,0.1925287356,0.1666666667,,,,,,FALSE
"Oliver Finley Academy of Cosmetology","ID","Rockies",,250,,,,6333,0.3568904594,0.287804878,0.5636363636,,,,,FALSE
"National Career College","CA","West",,259,,,,8570,0.4803921569,0.4050632911,,,,,,FALSE
"Aveda Institute-Chicago","IL","GL",,107,,,,7917,0.4758364312,0.3815789474,0.5942028986,0.6041666667,,,,FALSE
"Tricoci University of Beauty Culture-Libertyville","IL","GL",,140,,,,7307,0.4653465347,0.362745098,0.5,0.6842105263,,,,FALSE
"Tricoci University of Beauty Culture-Bridgeview","IL","GL",,270,,,,7307,0.3215859031,0.2534246575,0.4482758621,,,,,FALSE
"The Temple-A Paul Mitchell Partner School","MD","ME",,222,,,,9833,0.4454545455,0.313559322,0.5283018868,0.6734693878,,,,FALSE
"Center for Massage","NC","SE",,44,,,,6333,0.619047619,0.6363636364,,,,,,FALSE
"Academy of Hair Design-Oklahoma City","OK","SW",,38,,,,16500,0.3289473684,0.2075471698,,,,,,FALSE
"Liberty Junior College","PR","Outlying",,116,,,,,,,,,,,,FALSE
"Toni & Guy Hairdressing Academy-Cranston","RI","NE",,149,,,,9833,0.5,0.3452380952,,,,,,FALSE
"South Texas Training Center","TX","SW",,75,13255,,,4125,0.3893442623,0.376146789,,,,,,FALSE
"Columbia College","VA","SE",,355,,,,4706,0.75,0.7692307692,,,,,,FALSE
"Vermont College of Fine Arts","VT","NE",,,,,,,,,,,,,,FALSE
"Advanced Welding Institute","VT","NE",,56,,,,5077,0.775,0.6756756757,,,,,,FALSE
"Paul Mitchell the School-Memphis","TN","SE",,220,,,14700,9500,0.3588516746,0.3178294574,,,,,,FALSE
"Pima Medical Institute-East Valley","AZ","SW",,340,,28800,26700,8510,0.4626200015,0.394625982,0.5658866995,0.6811352254,,,,FALSE
"Paul Mitchell the School-Cleveland","OH","GL",,153,,,,9950,0.27,0.1925925926,0.4102564103,,,,,FALSE
"Paul Mitchell the School-Columbus","OH","GL",,142,,,,9833,0.4,0.3112582781,0.3684210526,0.6666666667,,,,FALSE
"Empire Beauty School-Lauderhill","FL","SE",,83,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Spring Lake Park","MN","Plains",,95,,18200,15700,7828,0.2771362587,0.24328594,0.3597883598,0.4090909091,,,,FALSE
"MediaTech Institute-Houston","TX","SW",,116,,,23500,11249,0.3720430108,0.328990228,0.4476190476,0.4716981132,,,,FALSE
"Fortis College-Phoenix","AZ","SW",,54,,33200,26400,10807,0.2004830918,0.1749026655,0.2787610619,0.4634146341,,,,FALSE
"Platt College-Miller-Motte-Raleigh","NC","SE",,627,,22400,20800,10575,0.1943711522,0.1616420783,0.3142523364,0.5263157895,,,,FALSE
"Lamson Institute","TX","SW",,305,,33400,26800,7600,0.3538011696,0.3150684932,0.4364640884,0.7380952381,,,,FALSE
"College of Hair Design-East Campus","NE","Plains",,37,,22600,18600,12433,0.4664804469,0.3065326633,0.6442307692,0.7090909091,,,,FALSE
"Fortis College-Salt Lake City","UT","Rockies",,480,27717,24100,24200,9500,0.3052090976,0.2474541752,0.4019607843,0.6666666667,,,,FALSE
"Polytechnic University of Puerto Rico-Miami","FL","SE",,73,28815,29800,21900,11000,0.53375695,0.5019404916,0.5681818182,0.6555555556,,,,FALSE
"Polytechnic University of Puerto Rico-Orlando","FL","SE",,165,21431,29800,21900,11000,0.53375695,0.5019404916,0.5681818182,0.6555555556,,,,FALSE
"Ross Medical Education Center-Fort Wayne","IN","GL",,118,,24100,21700,9099,0.3177172061,0.2752808989,0.4117647059,0.5873015873,,,,FALSE
"Ross Medical Education Center-Battle Creek","MI","GL",,103,,21200,19000,9500,0.2767894084,0.2214983713,0.4092920354,0.6178861789,,,,FALSE
"Geisinger Commonwealth School of Medicine","PA","ME",,,,,,,,,,,,,,FALSE
"Josef's School of Hair Skin & Body-Fargo","ND","Plains",,53,,24700,22200,7917,0.5606936416,0.4545454545,,,,,,FALSE
"Northeast Technology Center-Claremore","OK","SW",,97,,28400,26400,,,,,,,,,FALSE
"Platt College-McCann-Allentown","PA","ME",,704,,,,17150,0.2626924836,0.2135129618,0.3744427935,0.550955414,,,,FALSE
"Salon Success Academy-Fontana","CA","West",,28,,,15400,7177,0.4431818182,0.4013377926,0.4660194175,0.7105263158,,,,FALSE
"Salon Success Academy-Redlands","CA","West",,82,,,15400,7177,0.4431818182,0.4013377926,0.4660194175,0.7105263158,,,,FALSE
"Strayer University-West Virginia","WV","SE",,203,,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,,FALSE
"Vanguard College of Cosmetology-Baton Rouge","LA","SE",,165,,17200,16300,9833,0.5287671233,0.5196850394,0.5147058824,0.6046511628,,,,FALSE
"Beauty Schools of America-Homestead","FL","SE",,243,,15400,14500,9500,0.2595499738,0.2468668027,0.3521126761,0.5555555556,,,,FALSE
"South Texas Vocational Technical Institute-Brownsville","TX","SW",,491,,21900,19600,9500,0.167611336,0.1546961326,,,,,,FALSE
"Platt College-STVT-Corpus Christi","TX","SW",,380,,19700,18800,9834,0.3413775767,0.3131443299,0.3994490358,0.6486486486,,,,FALSE
"University of Minnesota-Rochester","MN","Plains",0.4954,519,25362,51900,41800,16751,0.7469647492,0.6500476342,0.7574116306,0.7977676882,0.5976,0.5493,0.7508,FALSE
"Health And Style Institute","NC","SE",,634,,,,6198,0.1296296296,0.1073825503,,,,,,FALSE
"College of Business and Technology-Cutler Bay","FL","SE",,69,22948,23800,21600,8700,0.4349030471,0.4188034188,,,,,,FALSE
"Herzing University-Toledo","OH","GL",,90,29195,37800,27900,12695,0.3041105434,0.2450605481,0.4267029973,0.5948103792,0.1477,,0.4193,FALSE
"Capri Beauty College","IL","GL",,49,,25500,19600,9833,0.4144144144,0.2781954887,,,,,,FALSE
"Milan Institute-Bakersfield","CA","West",,346,,18400,16400,6204,0.2476060192,0.2135839385,0.358490566,0.5,,,,FALSE
"Homestead Schools","CA","West",,197,,,,17072,0.3884615385,0.3194444444,0.4318181818,,0.8793,,,FALSE
"Carrington College-Las Vegas","NV","West",0.8958,243,,25400,25200,9166,0.3293361884,0.2785441738,0.4287200832,0.5860927152,,,,FALSE
"Carrington College-Reno","NV","West",0.9552,401,,27400,27300,10430,0.4466248038,0.3698795181,0.5287009063,0.7699115044,,,,FALSE
"Chamberlain University-Florida","FL","SE",0.7857,946,30279,58400,67100,17838,0.595370464,0.5305903399,0.5691976306,0.6776004728,,,,FALSE
"Remington College-Columbia Campus","SC","SE",,190,,26800,21900,9500,0.2589161649,0.2283704126,0.3615763547,0.5369458128,,,,FALSE
"Washington Barber College Inc","AR","SE",,52,,,,9500,0.2405063291,,,,,,,FALSE
"InterCoast Colleges-Rancho Cordova","CA","West",,189,,21800,20300,9500,0.2539377641,0.2189672294,0.3285714286,0.595959596,,,,FALSE
"Horizon University","IN","GL",,23,,,,,,,,,,,,FALSE
"San Diego Culinary Institute","CA","West",0.6935,33,,,,6524,0.6862745098,0.5802469136,,,,,,FALSE
"Beyond 21st Century Beauty Academy","CA","West",,59,,,,2500,,,,,,,,FALSE
"Academy for Jewish Religion-California","CA","West",,,,,,,,,,,,,,FALSE
"Angeles College","CA","West",,263,,,,7032,0.4923076923,0.4660194175,,,0.7391,,,FALSE
"Angeles Institute","CA","West",,110,,,,16850,0.4238683128,0.32,0.5573770492,0.65625,,,,FALSE
"Paul Mitchell the School-Temecula","CA","West",,360,,,,10556,0.4426229508,0.359223301,0.5402298851,0.5616438356,,,,FALSE
"European Academy of Cosmetology and Hairdressing","CT","NE",,13,,,,,0.5757575758,,,,,,,FALSE
"International Institute of Cosmetology","CT","NE",,166,,,,9833,0.656,0.5135135135,0.7209302326,0.7111111111,,,,FALSE
"Florida School of Traditional Midwifery","FL","SE",,53,,,,9871,0.3333333333,,,,,,,FALSE
"Emerald Coast Technical College","FL","SE",,225,,,,,,,,,,,,FALSE
"Immokalee Technical College","FL","SE",,165,,,,,,,,,,,,FALSE
"American Academy of Cosmetology","FL","SE",,90,,,,5813,0.248447205,0.2100840336,,,,,,FALSE
"University of Fort Lauderdale","FL","SE",,69,15668,,,,,,,,,,,FALSE
"Aviation Institute of Maintenance-Orlando","FL","SE",,295,28324,,,16875,0.2817460317,0.2530120482,,,,,,FALSE
"Summit Salon Academy","FL","SE",,167,,,,7610,0.4329268293,0.3333333333,,,,,,FALSE
"Summit Salon Academy-Gainesville","FL","SE",,68,,,,9289,0.237704918,0.1764705882,,,,,,FALSE
"Tenaj Salon Institute","FL","SE",,103,,,,5803,0.25,0.2037914692,,,,,,FALSE
"Profile Institute of Barber-Styling","GA","SE",,16,,,,13000,,,,,,,,FALSE
"Keune Academy by 124","GA","SE",,93,,,,8569,0.4568965517,0.3333333333,0.6451612903,,,,,FALSE
"Pacific Rim Christian University","HI","West",0.7,126,18529,29500,,13250,,,,,0.4849,0.4565,,FALSE
"Urban 113 School of Cosmetology","ID","Rockies",,22,,,,9387,,,,,,,,FALSE
"Ambria College of Nursing","IL","GL",,230,,,,9500,0.5866666667,0.4761904762,0.7356321839,0.7111111111,0.6842,,,FALSE
"Midwestern Career College","IL","GL",,537,,,,7548,0.3069306931,0.2510288066,,,,,,FALSE
"Paul Mitchell the School-Normal","IL","GL",,110,,,,9833,0.5,0.3170731707,,,,,,FALSE
"Innovations Design Academy","IL","GL",,21,,,,7188,0.2702702703,,,,,,,FALSE
"Aveda Fredric's Institute-Indianapolis","IN","GL",,211,,,,7388,0.5375722543,0.36,0.65,0.6896551724,,,,FALSE
"Summit Salon Academy","IN","GL",,102,,,,9500,0.3253012048,0.2021276596,0.3414634146,0.6774193548,,,,FALSE
"Eric Fisher Academy","KS","Plains",,183,,,,8911,0.436,0.3076923077,0.5061728395,0.7179487179,,,,FALSE
"My Le's Beauty College","LA","SE",,44,,,,,,,,,,,,FALSE
"Blackstone Valley Vocational Regional School District","MA","NE",,30,,,,7009,0.5882352941,,,,,,,FALSE
"Southern Worcester County Regional Vocational School District","MA","NE",,40,,,,9231,0.6216216216,,,,,,,FALSE
"L'esprit Academy","MI","GL",,139,,,,6333,0.3668639053,0.2966101695,,,,,,FALSE
"Marketti Academy of Cosmetology","MI","GL",,53,,,,8038,,,,,,,,FALSE
"CenterPoint Massage & Shiatsu Therapy School & Clinic","MN","Plains",,90,,,,9500,0.6694915254,0.6031746032,,,,,,FALSE
"Avalon School of Cosmetology","MN","Plains",,25,,,,,,,,,,,,FALSE
"American Business and Technology University","MO","Plains",,333,,,,,0.2023346304,0.1844660194,,,0.561,,,FALSE
"City Vision University","MO","Plains",,124,10333,,,4019,,,,,,,,FALSE
"Transformed Barber and Cosmetology Academy","MO","Plains",,42,,,,6118,0.1544117647,0.1578947368,,,,,,FALSE
"Bitterroot School of Cosmetology","MT","Rockies",,33,,,,9111,0.5142857143,,,,,,,FALSE
"Montana Academy of Salons","MT","Rockies",,91,,,,7389,0.5438596491,0.4571428571,,,,,,FALSE
"National Career Institute","NJ","ME",,231,,,,6756,0.0944444444,0.0855457227,,,,,,FALSE
"Toni & Guy Hairdressing Academy-Albuquerque","NM","SW",,150,,,,9400,0.2878787879,0.2261904762,,,,,,FALSE
"International Academy of Style","NV","West",,47,,,,8264,0.5,0.4943820225,,,,,,FALSE
"EDP School","NY","ME",,108,,,,,,,,,,,,FALSE
"New York Medical Career Training Center","NY","ME",,349,,,,5314,0.5687203791,0.5423728814,,,,,,FALSE
"Institute of Culinary Education","NY","ME",,528,,,,6439,0.7310469314,0.6720647773,0.71875,0.843537415,,,,FALSE
"The Salon Professional Academy-Tonawanda","NY","ME",,148,,,,6333,0.5098039216,0.4111111111,,,,,,FALSE
"Onondaga School of Therapeutic Massage-Syracuse","NY","ME",,60,,,,9423,0.5833333333,0.4678899083,,,,,,FALSE
"Academy of Cosmetology and Esthetics NYC","NY","ME",,63,,,,5500,0.4324324324,0.3425925926,0.4166666667,0.6829268293,,,,FALSE
"Finger Lakes School of Massage","NY","ME",,48,,,,7917,0.6228070175,0.5603864734,0.686746988,0.7692307692,,,,FALSE
"Four County Career Center","OH","GL",,157,,,,,,,,,,,,FALSE
"Elevate Salon Institute","OH","GL",,25,,,,8750,,,,,,,,FALSE
"Summit Salon Academy-Perrysburg","OH","GL",,56,,,,7917,0.5154639175,0.4318181818,,,,,,FALSE
"Portland Actors Conservatory","OR","West",0,6,28935,,,,,,,,,,,FALSE
"Somerset County Technology Center","PA","ME",,62,,,,10194,0.4864864865,0.3846153846,,,,,,FALSE
"Metro Beauty Academy","PA","ME",,148,,,,8028,0.4966666667,0.3691275168,0.6086956522,0.6440677966,,,,FALSE
"Academy for Careers and Technology","SC","SE",,41,,,,,,,,,,,,FALSE
"Aiken School of Cosmetology and Barbering","SC","SE",,65,,,,6500,0.3617021277,0.3666666667,,,,,,FALSE
"Love Beauty School Inc","TN","SE",,180,,,,5670,0.2380952381,0.1860465116,,,,,,FALSE
"Professional Career Training Institute","TX","SW",,88,,,,7864,0.2847222222,0.2583333333,,,,,,FALSE
"Houston International College Cardiotech Ultrasound School","TX","SW",,67,33657,,,19250,0.56,0.5294117647,,,,,,FALSE
"DuVall's School of Cosmetology","TX","SW",,56,,,,7917,0.4966442953,0.4418604651,,,,,,FALSE
"Advanced Beauty College","TX","SW",,44,,,,,,,,,,,,FALSE
"Texas Beauty College","TX","SW",,70,,,,,,,,,,,,FALSE
"Avenue Five Institute","TX","SW",,297,,,,7269,0.5141955836,0.4019607843,0.6769230769,0.7708333333,,,,FALSE
"The Salon Professional Academy-Lewisville","TX","SW",,109,,,,7917,0.4044117647,0.3164556962,,0.6,,,,FALSE
"Renaissance Academie","UT","Rockies",,115,,,,9500,0.4096385542,0.2807017544,,,,,,FALSE
"Bethel College","VA","SE",,31,,,,,,,,,,,,FALSE
"Institute of Advanced Medical Esthetics","VA","SE",,20,,,,,,,,,,,,FALSE
"Gary Manuel Aveda Institute","WA","West",,108,,,,8028,0.5348837209,0.4130434783,0.6691176471,0.6875,,,,FALSE
"Northwest School of Wooden Boat Building","WA","West",,38,28382,,,9500,0.6857142857,,,,,,,FALSE
"The Salon Professional Academy-Onalaska","WI","GL",,64,,,,12000,0.4074074074,0.2753623188,,,,,,FALSE
"West Coast University-Orange County","CA","West",0.9535,2514,44143,54900,74600,24464,0.69375,0.6436327739,0.6832579186,0.773480663,0.44,,0.8269,FALSE
"West Coast University-Ontario","CA","West",0.881,1671,45040,54900,74600,24464,0.69375,0.6436327739,0.6832579186,0.773480663,0.4634,,0.7234,FALSE
"Midwest Technical Institute-East Peoria","IL","GL",,529,,27100,22400,9079,0.2828070175,0.2369558951,0.4103773585,0.7411764706,,,,FALSE
"Paul Mitchell the School-Chicago","IL","GL",,183,,,19500,9833,0.3719512195,0.2964071856,0.4651162791,0.6111111111,,,,FALSE
"Dorsey School of Business-Waterford Pontiac","MI","GL",,104,33492,22700,19600,9500,0.2051093098,0.1838448176,0.2893203883,0.5,,,,FALSE
"Platt College-Miller-Motte-Fayetteville","NC","SE",,628,,22400,20800,10575,0.1943711522,0.1616420783,0.3142523364,0.5263157895,,,,FALSE
"European Massage Therapy School-Las Vegas","NV","West",,99,,,22200,5010,0.7162162162,0.6622516556,,,,,,FALSE
"Platt College-Miller-Motte Technical-Columbus","GA","SE",,709,,23500,19400,9501,0.1847259242,0.1589044905,0.2847736626,0.4751131222,,,,FALSE
"Fortis College-Grand Prairie","TX","SW",,63,,25800,21200,9500,0.3056578507,0.2819672131,0.3879310345,0.5421686747,,,,FALSE
"The Art Institute of Virginia Beach","VA","SE",,307,29528,30900,23700,16000,0.2815452697,0.2161296778,0.321071753,0.4879518072,0.3261,0.3333,0.673,FALSE
"Bryant & Stratton College-Bayshore","WI","GL",,425,22344,24100,21200,10152,0.1873163434,0.153212958,0.2984974958,0.462006079,0.1047,,,FALSE
"Fortis College-Indianapolis","IN","GL",,344,26043,22900,19800,10807,0.2004830918,0.1749026655,0.2787610619,0.4634146341,,,,FALSE
"Empire Beauty School-E Memphis","TN","SE",,99,,16500,15000,8107,0.2742574257,0.1938911023,0.4519774011,0.6375,,,,FALSE
"Empire Beauty School-Nashville","TN","SE",,79,,18500,16300,8028,0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"Empire Beauty School-Jackson","TN","SE",,59,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-Springfield","PA","ME",,127,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Paramus","NJ","ME",,74,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-Speedway","IN","GL",,178,,21900,18400,7876,0.2604951561,0.1822222222,0.4171428571,0.582278481,,,,FALSE
"Empire Beauty School-Morrow","GA","SE",,240,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Strayer University-Arkansas","AR","SE",,292,,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,,FALSE
"Strayer University-Georgia","GA","SE",,6428,27879,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,0.1875,0.1277,0.5641,FALSE
"Strayer University-Mississippi","MS","SE",,442,,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,,FALSE
"Strayer University-South Carolina","SC","SE",,2243,27879,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,0.5116,FALSE
"Strayer University-Texas","TX","SW",,2084,27879,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,0.3968,FALSE
"The Art Institute of San Antonio","TX","SW",,640,27541,34100,27300,14500,0.3474795776,0.2768479777,0.3730272597,0.5680317041,0.2044,0.3333,0.4808,FALSE
"Empire Beauty School-S Memphis","TN","SE",,62,,21900,18400,7876,0.2604951561,0.1822222222,0.4171428571,0.582278481,,,,FALSE
"Empire Beauty School-Charlotte","NC","SE",,86,,17300,16100,6222,0.2591424968,0.223880597,0.3223684211,0.5657894737,,,,FALSE
"Empire Beauty School-E Greensboro","NC","SE",,67,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-Winston-Salem","NC","SE",,75,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-West Palm","FL","SE",,82,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Pineville","NC","SE",,107,,18200,15700,7828,0.2771362587,0.24328594,0.3597883598,0.4090909091,,,,FALSE
"Virginia Polytechnic Institute & State University","VA","SE",,,,,,,,,,,,,,FALSE
"Bryant & Stratton College-Hampton","VA","SE",,331,22982,24100,21200,10152,0.1873163434,0.153212958,0.2984974958,0.462006079,0.0975,,,FALSE
"Paul Mitchell the School-Phoenix","AZ","SW",,122,,,,10556,0.3133640553,0.2666666667,0.350877193,,,,,FALSE
"All Beauty College","AZ","SW",,8,,,,9183,0.2317073171,0.1739130435,,,,,,FALSE
"Trinity School of Health and Allied Sciences","CA","West",,17,,,,13490,0.5696202532,0.5319148936,,,,,,FALSE
"Paul Mitchell the School-Modesto","CA","West",,230,,,,6211,0.3841336117,0.2969283276,0.5147058824,0.54,,,,FALSE
"Cosmo Beauty Academy","CA","West",,96,,,,6632,0.3109243697,0.2705882353,,,,,,FALSE
"Paul Mitchell the School-Fresno","CA","West",,295,,,,10556,0.3376205788,0.2748815166,,,,,,FALSE
"Unitek College","CA","West",,3774,53216,,,9500,0.6733556299,0.6114519427,0.724137931,0.7891156463,0.8214,,,FALSE
"Gurnick Academy of Medical Arts","CA","West",,1687,,,,16663,0.5685579196,0.5386138614,0.5598455598,0.7804878049,0.5857,,,FALSE
"Paul Mitchell the School-East Bay","CA","West",,197,,,,10556,0.5275362319,0.469273743,0.5172413793,0.6708860759,,,,FALSE
"South University-Richmond","VA","SE",,379,27155,33400,26900,12667,0.2547585843,0.2105572789,0.3232935014,0.4912993039,0.075,0.1667,0.4583,FALSE
"South University-Virginia Beach","VA","SE",,369,30454,33400,26900,12667,0.2547585843,0.2105572789,0.3232935014,0.4912993039,0.1667,,,FALSE
"Aveda Institute-Denver","CO","Rockies",,384,,,,10000,0.5204918033,0.4394463668,0.5619047619,0.7234042553,,,,FALSE
"Paul Mitchell the School-Colorado Springs","CO","Rockies",,199,,,,7667,0.3680781759,0.2923076923,0.4647887324,0.5609756098,,,,FALSE
"The Salon Professional Academy-Colorado Springs","CO","Rockies",,26,,,,6307,0.4545454545,0.4038461538,,,,,,FALSE
"Paul Mitchell the School-Delaware","DE","ME",,127,,,,9833,0.3139013453,0.2015503876,0.3846153846,0.5714285714,,,,FALSE
"Future-Tech Institute","FL","SE",,72,11429,,,,,,,,,,,FALSE
"Fred K Marchman Technical College","FL","SE",,215,,,,,,,,,,,,FALSE
"The Salon Professional Academy-Ft Myers","FL","SE",,48,,,,9500,0.2837837838,0.2033898305,,,,,,FALSE
"Universal Spa Training Academy","IL","GL",,132,,,,7917,0.5319148936,0.4268292683,,,,,,FALSE
"The Salon Professional Academy-Evansville","IN","GL",,140,,,,9833,0.514619883,0.3626373626,,,,,,FALSE
"Tri County Regional Vocational Technical High School","MA","NE",,59,,,,,,,,,,,,FALSE
