"INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"Compass College of Cinematic Arts","MI","GL",0.679,129,28240,,,22000,0.4637681159,0.3125,,,0.8372,,0.7284,FALSE
"Nova Academy of Cosmetology","MN","Plains",,111,,,,7622,0.465648855,0.3695652174,,,,,,FALSE
"SAE Institute of Technology-New York","NY","ME",,311,,,,,0.5059171598,0.4299516908,0.4927536232,0.7741935484,,,,FALSE
"Sage School of Massage & Esthetics","OR","West",,28,,,,7600,,,,,,,,FALSE
"Peloton College","TX","SW",,160,28259,,,9500,0.1830985915,,,,,,,FALSE
"ABC Beauty Academy","TX","SW",,33,,,,,,,,,,,,FALSE
"Salon & Spa Institute","TX","SW",,84,,,,9833,0.2,0.2016129032,,,,,,FALSE
"American Beauty Academy","UT","Rockies",,32,,,,6148,0.3968253968,0.3414634146,,,,,,FALSE
"Summit Salon Academy","WA","West",,121,,,,7916,0.5376884422,0.4426229508,,,,,,FALSE
"Paul Mitchell the School-Milwaukee","WI","GL",,85,,,,10194,0.4558139535,0.2818181818,0.578125,0.7317073171,,,,FALSE
"Touro University Worldwide","CA","West",,475,28220,,,12500,,,,,,,0.7273,FALSE
"Touro University California","CA","West",,,,,,13750,0.8,,,,,,,FALSE
"The Chicago School of Professional Psychology at Washington DC","DC","ME",,,,,,4750,,,,,,,,FALSE
"Touro University Nevada","NV","West",,65,,,,13750,0.8,,,,,,,FALSE
"Herzing University-Kenosha","WI","GL",0.8718,426,26895,37800,27900,12695,0.3041105434,0.2450605481,0.4267029973,0.5948103792,0.3636,,0.6667,FALSE
"Herzing University-Brookfield","WI","GL",0.9896,404,27278,37800,27900,12695,0.3041105434,0.2450605481,0.4267029973,0.5948103792,0.4179,,,FALSE
"Texas A&M University-San Antonio","TX","SW",0.2977,5673,20518,,,6700,,,,,,,0.6476,FALSE
"Fortis Institute","TX","SW",,331,,27100,20600,,0.2820823245,0.2695902229,,,,,,FALSE
"Southern Careers Institute-Brownsville","TX","SW",,362,,21400,17600,7917,0.1807856129,0.1663943355,0.262295082,0.3787878788,,,,FALSE
"Southern Careers Institute-Harlingen","TX","SW",,333,,21400,17600,7917,0.1807856129,0.1663943355,0.262295082,0.3787878788,,,,FALSE
"Strayer University-Global Region","DC","ME",,6658,27879,45900,33100,12667,0.2382231351,0.1902314589,0.3221743454,0.4671661525,,,0.375,FALSE
"Kenneth Shuler School of Cosmetology-Florence","SC","SE",,157,,18700,15000,7619,0.2078313253,0.1865671642,,,,,,FALSE
"Fortis College-Columbia","SC","SE",,382,25441,27200,25600,9500,0.2367953839,0.2023072594,0.3278911565,0.4930875576,,,,FALSE
"California University of Management and Sciences","CA","West",,0,,,,,,,,,,,,FALSE
"Ross Medical Education Center-Davison","MI","GL",,98,,24900,22400,9498,0.3100107643,0.2625820569,0.3956043956,0.5853658537,,,,FALSE
"Ross Medical Education Center-Granger","IN","GL",,132,,25000,21800,9499,0.3016591252,0.2569721116,0.4094827586,0.5222222222,,,,FALSE
"Ross Medical Education Center-Niles","OH","GL",,180,,24100,21700,9099,0.3177172061,0.2752808989,0.4117647059,0.5873015873,,,,FALSE
"Ross Medical Education Center-Canton","MI","GL",,86,,21200,19000,9500,0.2767894084,0.2214983713,0.4092920354,0.6178861789,,,,FALSE
"Pima Medical Institute-Houston","TX","SW",,784,,28800,26700,8510,0.4626200015,0.394625982,0.5658866995,0.6811352254,,,,FALSE
"Illinois Media School-Chicago Campus","IL","GL",,126,,31000,30400,9500,0.3620689655,0.3097826087,0.3942307692,0.68,,,,FALSE
"Platt College-STVT-San Antonio","TX","SW",,610,,,,9834,0.3413775767,0.3131443299,0.3994490358,0.6486486486,,,,FALSE
"Concorde Career College-Dallas","TX","SW",0.7821,701,,30400,27700,9500,0.4109178164,0.3464637422,0.4790123457,0.7172413793,,,,FALSE
"Concorde Career Institute-Orlando","FL","SE",0.7197,462,,21300,20000,9500,0.2819188192,0.2449952336,0.3651452282,0.5692307692,,,,FALSE
"Concorde Career College-San Antonio","TX","SW",0.9228,676,,26300,22000,9500,0.3313521545,0.2789757412,0.460591133,0.5271317829,,,,FALSE
"Johnson & Wales University-Online","RI","NE",0.425,886,24274,38800,31900,15250,0.6799300843,0.609416642,0.6939297125,0.7402920162,,,,FALSE
"Fairfax University of America","VA","SE",0.5556,49,21068,,,,,,,,,,,FALSE
"Geisinger-Lewistown Hospital School of Nursing","PA","ME",0.5205,51,31498,,,12000,,,,,,,,FALSE
"Moreno Valley College","CA","West",,8553,12395,,,4875,0.4035087719,0.3352941176,,,,,,FALSE
"Brittany Beauty Academy","NY","ME",,159,,17900,13900,8031,0.356884058,0.3165137615,0.4835164835,,,,,FALSE
"Onondaga School of Therapeutic Massage-Rochester","NY","ME",,95,,,,9423,0.5833333333,0.4678899083,,,,,,FALSE
"Norco College","CA","West",,9073,12031,,,4932,0.3703703704,0.3414634146,,,,,,FALSE
"Dorsey School of Business-Saginaw","MI","GL",,157,33115,22700,19600,9500,0.2051093098,0.1838448176,0.2893203883,0.5,,,,FALSE
"Milan Institute of Cosmetology-La Quinta","CA","West",,130,,18300,15900,6836,0.2181580666,0.1905713144,0.32,0.4642857143,,,,FALSE
"Milan Institute-Boise","ID","Rockies",,95,,18400,16400,6204,0.2476060192,0.2135839385,0.358490566,0.5,,,,FALSE
"Milan Institute of Cosmetology-El Paso","TX","SW",,276,,18300,15900,6836,0.2181580666,0.1905713144,0.32,0.4642857143,,,,FALSE
"Universal Technical Institute-Dallas Fort Worth","TX","SW",,1266,,46500,36300,12000,0.4871115819,0.4078231293,0.5082246171,0.6909469303,,,,FALSE
"Finger Lakes School of Massage","NY","ME",,69,,,,7917,0.6228070175,0.5603864734,0.686746988,0.7692307692,,,,FALSE
"American School of Nursing and Medical Careers","NH","NE",,117,,27200,23100,8575,0.3343949045,0.2758352758,0.4706766917,0.6139534884,,,,FALSE
"Harris School of Business-Upper Darby Campus","PA","ME",,206,,23800,20800,7914,0.215234375,0.1841603053,0.3085399449,0.5247524752,,,,FALSE
"Cortiva Institute-New Jersey","NJ","ME",,28,20889,,25900,6861,0.5135135135,0.3556701031,0.7282608696,0.7446808511,,,,FALSE
"ICPR Junior College-Manati","PR","Outlying",,376,12657,16100,12700,,,,,,,,,FALSE
"Artistic Nails and Beauty Academy-Lakeland","FL","SE",,159,,16900,15100,6333,0.1346153846,0.1102941176,,,,,,FALSE
"American Sentinel University","CO","Rockies",,1441,,,,12274,0.6805251641,0.6307692308,0.68,0.6958525346,,,,FALSE
"Hawaii Medical College","HI","West",,271,28974,,,8330,0.4985422741,0.4349775785,,,,,,FALSE
"Carolina College of Hair Design","NC","SE",,58,,,,,,,,,,,,FALSE
"Remington College-Heathrow Campus","FL","SE",,325,21529,26800,21900,9500,0.2589161649,0.2283704126,0.3615763547,0.5369458128,0.4313,,0.5217,FALSE
"College of Massage Therapy","ID","Rockies",,22,,,,6734,0.6470588235,,,,,,,FALSE
"Platt College-Miller-Motte-Jacksonville","NC","SE",,493,,22400,20800,10575,0.1943711522,0.1616420783,0.3142523364,0.5263157895,,,,FALSE
"Platt College-Miller-Motte Technical-Augusta","GA","SE",,495,,23500,19400,9501,0.1847259242,0.1589044905,0.2847736626,0.4751131222,,,,FALSE
"Platt College-Miller-Motte Technical-Conway","SC","SE",,1342,,22400,20800,10575,0.1943711522,0.1616420783,0.3142523364,0.5263157895,,,,FALSE
"Aveda Institute-Portland","OR","West",,244,,,,7917,0.4970930233,0.4455445545,0.5164835165,0.6666666667,,,,FALSE
"Chamberlain University-Virginia","VA","SE",0.1667,506,39475,58400,67100,17838,0.595370464,0.5305903399,0.5691976306,0.6776004728,,,,FALSE
"Stevens-Henager College","ID","Rockies",,225,31819,28800,24200,9246,0.20256745,0.164591384,0.2908108108,0.4901408451,0.3474,0.306,0.4167,FALSE
"Penrose Academy","AZ","SW",,256,,,,6333,0.5677966102,0.5072463768,0.6346153846,0.6739130435,,,,FALSE
"Skin Institute","MO","Plains",,66,,,,7100,0.6292134831,0.5849056604,,,,,,FALSE
"Beauty Academy of South Florida","FL","SE",,213,,,,6667,0.4350282486,0.4556962025,,,,,,FALSE
"Ogle School Hair Skin Nails-North Dallas","TX","SW",,215,,19800,19500,7219,0.3288590604,0.2934210526,0.4027777778,0.4925373134,,,,FALSE
"The Salon Professional Academy-North Little Rock","AR","SE",,88,,,,9500,0.5,0.4791666667,,,,,,FALSE
"The Salon Professional Academy-St Charles","MO","Plains",,118,,,,7804,0.4344262295,0.4415584416,,,,,,FALSE
"American College for Medical Careers","FL","SE",,226,,27200,23100,8575,0.3343949045,0.2758352758,0.4706766917,0.6139534884,0.5868,,,FALSE
"Mildred Elley-New York Campus","NY","ME",,993,24897,22500,20900,9500,0.2176541717,0.1980246914,0.282115869,0.4576271186,,,,FALSE
"National Paralegal College","AZ","SW",,700,19283,,,11407,0.2894736842,0.2222222222,0.4193548387,0.6,0.2952,,0.5,FALSE
"Carolina College of Biblical Studies","NC","SE",,181,22228,,,11898,,,,,,,,FALSE
"Allstate Hairstyling & Barber College","OH","GL",,46,,,,,,,,,,,,FALSE
"Omega Graduate School","TN","SE",,,,,,,,,,,,,,FALSE
"Jung Tao School of Classical Chinese Medicine","NC","SE",,,,,,,,,,,,,,FALSE
"New York Film Academy","CA","West",,973,48957,,,9500,0.491638796,0.4335260116,0.5714285714,0.5714285714,0.5831,,0.8217,FALSE
"International College of Cosmetology","CA","West",,226,,,,,,,,,,,,FALSE
"Bella Capelli Academy","PA","ME",,212,,,,8028,0.5174418605,0.4712643678,0.5714285714,0.5581395349,,,,FALSE
"Institute of Medical Careers","PA","ME",,340,,,,9500,,,,,,,,FALSE
"Flagler Technical Institute","FL","SE",,88,,,,,,,,,,,,FALSE
"Galaxy Medical College","CA","West",1,48,,,,7309,0.6451612903,,,,,,,FALSE
"American Medical Sciences Center","CA","West",,30,,,,15326,0.4590163934,0.4454545455,,,,,,FALSE
"Mandalyn Academy","UT","Rockies",,35,,,,7418,0.5211267606,0.5277777778,,,,,,FALSE
"Jose Maria Vargas University","FL","SE",,37,,,,,,,,,,,,FALSE
"American Academy of Health and Beauty","NH","NE",,20,,,,6333,0.4494382022,0.3448275862,,,,,,FALSE
"D A Dorsey Technical College","FL","SE",,85,,,,,,,,,,,,FALSE
"Keweenaw Bay Ojibwa Community College","MI","GL",,74,12955,,,,,,,,,,,FALSE
"Meridian Institute of Surgical Assisting","TN","SE",,584,,,,6840,0.6,0.53125,0.5899280576,0.7234042553,,,,FALSE
"Mauna Loa Helicopters","HI","West",1,14,,,,,,,,,,,,FALSE
"Acaydia School of Aesthetics","UT","Rockies",,94,,,,7667,0.7777777778,,,,,,,FALSE
"Manhattan Institute","NY","ME",,524,,,,5500,0.3008849558,0.2755102041,,,,,,FALSE
"Holistic Massage Training Institute","MD","ME",,17,,,,8531,,,,,,,,FALSE
"Diamonds Cosmetology College","TX","SW",,57,,,,9500,0.2987012987,0.1833333333,,,,,,FALSE
"Northern Virginia School of Therapeutic Massage","VA","SE",,122,,,,6333,0.7327586207,0.6140350877,,,,,,FALSE
"Paul Mitchell the School-St Louis","MO","Plains",,213,,,,9833,0.38996139,0.298013245,0.4142857143,0.7105263158,,,,FALSE
"Advanced Training Institute","NV","West",,669,,,,7600,0.3475783476,0.2713178295,,,,,,FALSE
"Shepherds Theological Seminary","NC","SE",,,,,,,,,,,,,,FALSE
"Taylor Andrews Academy of Hair Design-West Jordan","UT","Rockies",,213,,,,10556,0.4402515723,0.2989690722,,,,,,FALSE
"Santa Ana Beauty Academy","CA","West",,31,,,,,,,,,,,,FALSE
"Grace College of Divinity","NC","SE",0.9231,119,16701,,,9500,,,,,0.5807,,,FALSE
"Evolve Beauty Academy","MO","Plains",,18,,,,,,,,,,,,FALSE
"The Salon Professional Academy-Rochester","MN","Plains",,25,,,,9392,,,,,,,,FALSE
"Aveda Institute-New Mexico","NM","SW",,90,,,,9500,0.4898989899,0.4621212121,,,,,,FALSE
"American Trade School","MO","Plains",,120,,,,11000,0.4315068493,0.3454545455,,,,,,FALSE
"Estelle Skin Care and Spa Institute","IL","GL",,136,,,,6383,0.7284768212,0.7346938776,,,,,,FALSE
"Paul Mitchell the School-Honolulu","HI","West",,139,,,,12000,0.5394736842,0.4875,,,,,,FALSE
"Elite Cosmetology School","CA","West",,96,,,,7000,0.3243243243,0.3116883117,,,,,,FALSE
"American Technical Institute","PR","Outlying",,39,,,,,,,,,,,,FALSE
"Bergin University of Canine Studies","CA","West",,24,,,,,,,,,,,,FALSE
"Aveda Institute-Boise","ID","Rockies",,54,,,,12000,0.15625,,,,,,,FALSE
"Pima Medical Institute-Aurora","CO","Rockies",,230,,,,7368,0.4047619048,0.3555555556,,,,,,FALSE
"Capilo School of Hair Design","ME","NE",,123,,,,8444,0.5126582278,0.412371134,,,,,,FALSE
"Pure Aesthetics Natural Skincare School","AZ","SW",,49,,,,6333,0.7090909091,0.6052631579,,,,,,FALSE
"Lindsey Institute of Cosmetology","KY","SE",,22,,,,8041,0.3069306931,0.21875,,,,,,FALSE
"Buckner Barber School","TX","SW",,20,,,,,,,,,,,,FALSE
"Simmons College of Kentucky","KY","SE",,209,13420,,,,,,,,,,0.4638,FALSE
"Atelier Esthetique Institute of Esthetics","NY","ME",,115,,,,5846,0.5965665236,0.5789473684,,,,,,FALSE
"Advanced College of Cosmetology","WI","GL",,27,,,,,0.3818181818,,,,,,,FALSE
"North American University","TX","SW",,274,21113,,,5500,0.156626506,0.1833333333,,,0.469,,0.5069,FALSE
"Entourage Institute of Beauty and Esthetics","KS","Plains",,111,,,,7421,0.320754717,0.3235294118,,,,,,FALSE
"United Beauty College","CO","Rockies",,68,,,,,,,,,,,,FALSE
"Cinta Aveda Institute","CA","West",,216,,,,7664,0.5288135593,0.5073891626,0.5094339623,0.6666666667,,,,FALSE
"Long Island Nail Skin & Hair Institute","NY","ME",,144,,,,6333,0.5225225225,0.4242424242,,,,,,FALSE
"Southern California Health Institute","CA","West",,313,,,,9500,0.4811529933,0.4463276836,,,,,,FALSE
"Best Care College","NJ","ME",,33,,,,13333,,,,,,,,FALSE
"First Class Cosmetology School","WI","GL",,63,,,,10727,0.218487395,0.1979166667,,,,,,FALSE
"Millennia Atlantic University","FL","SE",,105,,,,,,,,,,,0.6222,FALSE
"Abcott Institute","MI","GL",,60,,,,6353,0.1046511628,0.0990990991,,,,,,FALSE
"The Salon Professional Academy-Kenosha","WI","GL",,93,,,,9202,0.4358974359,0.3541666667,,,,,,FALSE
"Paul Mitchell the School-Indianapolis","IN","GL",,159,,,,9833,0.453125,0.3505154639,0.5,0.6222222222,,,,FALSE
"Taylor Andrews Academy-St George","UT","Rockies",,122,,,,8391,0.4108527132,0.3483146067,,,,,,FALSE
"Protege Academy","MI","GL",,41,,,,9833,0.2222222222,0.1666666667,,,,,,FALSE
"Colorado Academy of Veterinary Technology","CO","Rockies",0.9167,120,19591,,,17657,0.35,,,,,,,FALSE
"Northeast Technical Institute","ME","NE",,197,,,,8181,0.44140625,0.3704819277,0.55,0.65,,,,FALSE
"Elite School of Cosmetology","OH","GL",,77,,,,9500,0.2745098039,,,,,,,FALSE
"Paul Mitchell the School-Las Vegas","NV","West",,261,,,,10556,0.5390946502,0.452173913,0.5844155844,0.6666666667,,,,FALSE
"Summit Salon Academy-Kokomo","IN","GL",,102,,,,7389,0.3490566038,,0.46875,,,,,FALSE
"Florida Academy","FL","SE",,259,,,,6333,0.4911242604,0.4518518519,,,,,,FALSE
"Institute for Doctoral Studies in the Visual Arts","ME","NE",,,,,,,,,,,,,,FALSE
"State Career College","IL","GL",,130,,,,9500,0.1688311688,,,,,,,FALSE
"Academy for Salon Professionals","CA","West",,81,,,,6198,0.641221374,0.5656565657,,,,,,FALSE
"Paul Mitchell the School-Spokane","WA","West",,134,,,,7531,0.4028776978,0.3093922652,0.5538461538,0.625,,,,FALSE
"J Renee College","IL","GL",,44,,,,8106,0.4318181818,0.4090909091,,,,,,FALSE
"National Personal Training Institute of Colorado","CO","Rockies",,58,,,,6333,0.6377952756,0.5588235294,,,,,,FALSE
"National Personal Training Institute of Colorado","CO","Rockies",,36,,,,6333,0.6377952756,0.5588235294,,,,,,FALSE
"International College of Beauty Arts & Sciences","CA","West",,64,,,,6333,,,,,,,,FALSE
"The Salon Professional Academy-Shorewood","IL","GL",,79,,,,9833,0.5,0.387755102,,,,,,FALSE
"John Paul the Great Catholic University","CA","West",0.9045,285,41496,,,19032,0.7659574468,,,,0.6268,0.6667,0.804,FALSE
"University of Connecticut-Hartford Campus","CT","NE",0.9486,1396,16600,,,19000,,,,,0.6385,,0.8318,FALSE
"Ottawa University-Surprise","AZ","SW",0.4663,598,41830,,,,,,,,,,0.4325,FALSE
"Independence University","UT","Rockies",,9779,32820,28800,24200,9246,0.20256745,0.164591384,0.2908108108,0.4901408451,0.1503,0.718,0.4928,FALSE
"National American University-Tulsa","OK","SW",,109,,34500,28200,12902,0.2421296296,0.1932859644,0.3636022514,0.5,,,,FALSE
"National American University-Centennial","CO","Rockies",,129,,34500,28200,12902,0.2421296296,0.1932859644,0.3636022514,0.5,,,,FALSE
"National American University-Colorado Springs South","CO","Rockies",,146,23805,34500,28200,12902,0.2421296296,0.1932859644,0.3636022514,0.5,,,,FALSE
"Chamberlain University-Missouri","MO","Plains",0.4545,535,30279,58400,67100,17838,0.595370464,0.5305903399,0.5691976306,0.6776004728,0.1818,0.3,,FALSE
"Chamberlain University-Texas","TX","SW",0.2308,823,37767,58400,67100,17838,0.595370464,0.5305903399,0.5691976306,0.6776004728,,,,FALSE
"Continental School of Beauty Culture-Mattydale","NY","ME",,247,,18700,17500,6333,0.3609360936,0.2954545455,0.4824120603,0.7631578947,,,,FALSE
"Carrington College-Pomona","CA","West",,168,,30800,25700,10704,0.3887273902,0.3163477058,0.5090479937,0.6643835616,,,,FALSE
"Paul Mitchell the School-Columbia","SC","SE",,228,,,,9500,0.3973288815,0.3238636364,0.4458598726,0.6,,,,FALSE
"Paul Mitchell the School-Charleston","SC","SE",,199,,,,9500,0.3973288815,0.3238636364,0.4458598726,0.6,,,,FALSE
"Kenneth Shuler School of Cosmetology-Greenville","SC","SE",,161,,,18400,7502,0.2664974619,0.2253521127,,,,,,FALSE
"South University-Novi","MI","GL",,46,,33400,26900,12667,0.2547585843,0.2105572789,0.3232935014,0.4912993039,,,,FALSE
"Northwest College-Eugene","OR","West",,207,,22300,18200,8973,0.2794486216,0.2017094017,0.4355828221,0.68,,,,FALSE
"Northwest College-Tualatin","OR","West",,26,,22300,18200,8973,0.2794486216,0.2017094017,0.4355828221,0.68,,,,FALSE
"Trend Setters' Academy of Beauty Culture-Louisville","KY","SE",,36,,14900,13300,5453,0.2264808362,0.1960784314,,,,,,FALSE
"CET-Soledad","CA","West",,84,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"United Education Institute-UEI College San Marcos","CA","West",,405,,,,9500,0.2426105153,0.2079560155,0.3735224586,0.4922279793,,,,FALSE
"Vanguard College of Cosmetology-Metairie","LA","SE",,138,,17200,16300,9833,0.5287671233,0.5196850394,0.5147058824,0.6046511628,,,,FALSE
"United Education Institute-Anaheim","CA","West",,598,,,,9500,0.2426105153,0.2079560155,0.3735224586,0.4922279793,,,,FALSE
"New England Tractor Trailer Training School of Massachusetts","MA","NE",,455,,40700,35700,6333,0.4592889908,0.4085760518,0.5510688836,0.7356321839,,,,FALSE
"Cortiva Institute-Las Vegas","NV","West",,229,,26000,20900,7600,0.4162136611,0.3362894643,0.5275049116,0.7005076142,,,,FALSE
"Cortiva Institute-Tempe","AZ","SW",,190,,26000,20900,7600,0.4162136611,0.3362894643,0.5275049116,0.7005076142,,,,FALSE
"Cortiva Institute-Phoenix","AZ","SW",,286,,26000,20900,7600,0.4162136611,0.3362894643,0.5275049116,0.7005076142,,,,FALSE
"Cortiva Institute-Westminster","CO","Rockies",,104,,26000,20900,7600,0.4162136611,0.3362894643,0.5275049116,0.7005076142,,,,FALSE
"Cortiva Institute-Aurora","CO","Rockies",,92,,26000,20900,7600,0.4162136611,0.3362894643,0.5275049116,0.7005076142,,,,FALSE
"Dewey University-Manati","PR","Outlying",,184,11220,17400,14800,3681,,,,,0.6718,,0.6114,FALSE
"Cortiva Institute-York","PA","ME",,65,,29400,24000,6967,0.351782364,0.2646638054,0.4765625,0.6126126126,,,,FALSE
"Allen School-Phoenix","AZ","SW",,41,,29800,19700,9500,0.2817098809,0.255356362,0.3814655172,0.4174757282,,,,FALSE
"Oklahoma Technical College","OK","SW",,132,,21600,19500,8869,0.335538184,0.2850202429,0.4594594595,0.5578947368,,,,FALSE
"Midwest Technical Institute-Moline","IL","GL",,341,,27100,22400,9079,0.2828070175,0.2369558951,0.4103773585,0.7411764706,,,,FALSE
"Unitech Training Academy-Alexandria","LA","SE",,76,,18700,16100,7209,0.395465995,0.3745427944,0.5,0.6279069767,,,,FALSE
"Unitech Training Academy-Lake Charles","LA","SE",,71,,18700,16100,7209,0.395465995,0.3745427944,0.5,0.6279069767,,,,FALSE
"Aveda Institute-Los Angeles","CA","West",,179,,,21000,6333,0.4267857143,0.3223880597,0.4678899083,0.6896551724,,,,FALSE
"UEI College-Riverside","CA","West",,663,,,,9500,0.2214072263,0.1907610502,0.3489932886,0.4342105263,,,,FALSE
"WellSpring School of Allied Health-Lawrence","KS","Plains",,32,,,21900,7917,0.5311004785,0.4609375,,,,,,FALSE
"Manuel and Theresa's School of Hair Design-Victoria","TX","SW",,18,,,,7063,0.141025641,,,,,,,FALSE
"Tricoci University of Beauty Culture-Chicago NE","IL","GL",,85,,,,7307,0.3884297521,0.3151515152,,,,,,FALSE
"Los Angeles Pacific University","CA","West",,1873,23625,51100,42000,18970,0.6398247056,0.4932170543,0.6407137064,0.7481962482,0.2,,0.5556,FALSE
"CollegeAmerica-Phoenix","AZ","SW",,488,31346,23900,19500,16660,0.1169102296,0.0955974843,,,0.3964,,,FALSE
"Stevens-Henager College","ID","Rockies",,85,31582,23900,19500,16660,0.1169102296,0.0955974843,,,0.1852,,,FALSE
"Avalon School of Cosmetology-Phoenix","AZ","SW",,330,,19000,18500,6237,0.3393708294,0.2865853659,0.3781818182,0.5423728814,,,,FALSE
"Avalon School of Cosmetology-Layton","UT","Rockies",,140,,19000,18500,6237,0.3393708294,0.2865853659,0.3781818182,0.5423728814,,,,FALSE
"All-State Career School-Health Sciences","PA","ME",,313,23596,38500,27100,6333,0.2617062219,0.2375690608,0.3410852713,0.5588235294,,,,FALSE
"Aveda Institute-Des Moines","IA","Plains",,147,,,,10977,0.5833333333,0.4545454545,0.58,0.7384615385,,,,FALSE
